fecha,numero,signo
14/06/2020,7627,Tauro
13/06/2020,8428,Aries
12/06/2020,5466,Aries
11/06/2020,1988,Virgo
10/06/2020,9334,Cancer
09/06/2020,3589,Tauro
08/06/2020,9414,Virgo
07/06/2020,7977,Capricornio
06/06/2020,5619,Libra
05/06/2020,8733,Leo
04/06/2020,9458,Piscis
03/06/2020,2735,Acuario
02/06/2020,3799,Leo
01/06/2020,5885,Leo
31/05/2020,2881,Aries
30/05/2020,3420,Leo
29/05/2020,6899,Virgo
28/05/2020,779,Geminis
27/05/2020,792,Escorpion
26/05/2020,6245,Sagitario
25/05/2020,440,Escorpion
24/05/2020,5547,Piscis
23/05/2020,8804,Libra
22/05/2020,9948,Geminis
21/05/2020,9580,Capricornio
20/05/2020,3597,Acuario
19/05/2020,5704,Cancer
18/05/2020,7788,Geminis
17/05/2020,558,Escorpion
16/05/2020,7048,Cancer
15/05/2020,2355,Piscis
14/05/2020,5144,Tauro
13/05/2020,9449,Leo
12/05/2020,3219,Acuario
11/05/2020,1695,Acuario
10/05/2020,4104,Virgo
09/05/2020,3735,Sagitario
08/05/2020,5163,Tauro
07/05/2020,6696,Libra
06/05/2020,4998,Aries
05/05/2020,5168,Aries
04/05/2020,4359,Cancer
03/05/2020,2045,Acuario
02/05/2020,2690,Capricornio
01/05/2020,7270,Acuario
30/04/2020,7398,Tauro
29/04/2020,6352,Capricornio
28/04/2020,5338,Libra
25/03/2020,5062,Escorpion
24/03/2020,7423,Piscis
23/03/2020,2758,Virgo
22/03/2020,8302,Tauro
21/03/2020,5239,Leo
20/03/2020,1078,Capricornio
19/03/2020,5380,Tauro
18/03/2020,9331,Capricornio
17/03/2020,8616,Libra
16/03/2020,7091,Escorpion
15/03/2020,7940,Libra
14/03/2020,4580,Libra
13/03/2020,9824,Leo
12/03/2020,3386,Libra
11/03/2020,1982,Leo
10/03/2020,5146,Cancer
09/03/2020,7204,Capricornio
08/03/2020,9507,Virgo
07/03/2020,6182,Aries
06/03/2020,8700,Virgo
05/03/2020,659,Capricornio
04/03/2020,6149,Acuario
03/03/2020,2574,Virgo
02/03/2020,7434,Sagitario
01/03/2020,4757,Libra
29/02/2020,2702,Acuario
28/02/2020,440,Virgo
27/02/2020,5220,Leo
26/02/2020,1156,Tauro
25/02/2020,5062,Escorpion
24/02/2020,4809,Escorpion
23/02/2020,2758,Virgo
22/02/2020,8808,Aries
21/02/2020,470,Sagitario
20/02/2020,5838,Aries
19/02/2020,7784,Aries
18/02/2020,3931,Libra
17/02/2020,6012,Escorpion
16/02/2020,7578,Acuario
15/02/2020,1649,Libra
14/02/2020,928,Acuario
13/02/2020,9824,Leo
12/02/2020,3470,Libra
11/02/2020,3613,Acuario
10/02/2020,9634,Sagitario
09/02/2020,5359,Aries
08/02/2020,1689,Leo
07/02/2020,9770,Sagitario
06/02/2020,9915,Aries
05/02/2020,3235,Piscis
04/02/2020,5076,Acuario
03/02/2020,9446,Tauro
02/02/2020,5556,Piscis
01/02/2020,6064,Geminis
31/01/2020,3083,Cancer
30/01/2020,7701,Escorpion
29/01/2020,3700,Escorpion
28/01/2020,8761,Acuario
27/01/2020,3885,Escorpion
26/01/2020,8377,Virgo
25/01/2020,2509,Piscis
24/01/2020,6881,Aries
23/01/2020,1625,Tauro
22/01/2020,9217,Acuario
21/01/2020,1574,Aries
20/01/2020,5980,Sagitario
19/01/2020,2729,Leo
18/01/2020,7572,Aries
17/01/2020,5184,Aries
16/01/2020,4392,Escorpion
15/01/2020,1126,Cancer
14/01/2020,454,Acuario
13/01/2020,3484,Virgo
12/01/2020,7321,Escorpion
11/01/2020,9012,Libra
10/01/2020,2842,Capricornio
09/01/2020,6977,Sagitario
08/01/2020,7156,Aries
07/01/2020,8628,Virgo
06/01/2020,4759,Aries
05/01/2020,4221,Aries
04/01/2020,2959,Acuario
03/01/2020,622,Sagitario
02/01/2020,2161,Virgo
01/01/2020,5904,Tauro
31/12/2019,6355,Leo
30/12/2019,604,Tauro
29/12/2019,620,Cancer
28/12/2019,9671,Aries
27/12/2019,9603,Acuario
26/12/2019,530,Sagitario
25/12/2019,4900,Tauro
24/12/2019,5582,Escorpion
23/12/2019,2352,Libra
22/12/2019,9390,Aries
21/12/2019,8342,Geminis
20/12/2019,8596,Geminis
19/12/2019,6797,Virgo
18/12/2019,488,Acuario
17/12/2019,6614,Leo
16/12/2019,7236,Tauro
15/12/2019,6456,Geminis
14/12/2019,9333,Sagitario
13/12/2019,6855,Virgo
12/12/2019,8856,Piscis
11/12/2019,7955,Tauro
10/12/2019,9953,Sagitario
09/12/2019,4924,Tauro
08/12/2019,2996,Capricornio
07/12/2019,364,Geminis
06/12/2019,1046,Sagitario
05/12/2019,8395,Tauro
04/12/2019,2772,Capricornio
03/12/2019,9257,Geminis
02/12/2019,7803,Aries
01/12/2019,8366,Geminis
30/11/2019,868,Capricornio
29/11/2019,600,Sagitario
28/11/2019,648,Virgo
27/11/2019,9922,Cancer
26/11/2019,9159,Capricornio
25/11/2019,1261,Cancer
24/11/2019,1814,Virgo
23/11/2019,7954,Tauro
22/11/2019,7593,Cancer
21/11/2019,9539,Capricornio
20/11/2019,5993,Leo
19/11/2019,8921,Aries
18/11/2019,7837,Cancer
17/11/2019,7166,Cancer
16/11/2019,4037,Cancer
15/11/2019,8798,Piscis
14/11/2019,6810,Cancer
13/11/2019,4918,Piscis
12/11/2019,2334,Tauro
11/11/2019,5027,Geminis
10/11/2019,3184,Acuario
09/11/2019,5372,Sagitario
08/11/2019,6106,Sagitario
07/11/2019,6841,Cancer
06/11/2019,6053,Cancer
05/11/2019,7374,Sagitario
04/11/2019,6143,Geminis
03/11/2019,2222,Acuario
02/11/2019,1049,Acuario
01/11/2019,666,Piscis
31/10/2019,3634,Sagitario
30/10/2019,1072,Libra
29/10/2019,9305,Virgo
28/10/2019,8527,Libra
27/10/2019,2185,Geminis
26/10/2019,1095,Geminis
25/10/2019,7075,Piscis
24/10/2019,981,Escorpion
23/10/2019,6091,Tauro
22/10/2019,7009,Geminis
21/10/2019,2120,Geminis
20/10/2019,2575,Geminis
19/10/2019,1123,Piscis
18/10/2019,8311,Tauro
17/10/2019,6510,Cancer
16/10/2019,6490,Capricornio
15/10/2019,948,Libra
14/10/2019,4375,Cancer
13/10/2019,6490,Cancer
12/10/2019,6850,Acuario
11/10/2019,288,Virgo
10/10/2019,7734,Virgo
09/10/2019,7569,Escorpion
08/10/2019,6649,Piscis
07/10/2019,6564,Piscis
06/10/2019,8172,Leo
05/10/2019,1873,Virgo
04/10/2019,9248,Capricornio
03/10/2019,3381,Cancer
02/10/2019,9270,Libra
01/10/2019,7579,Escorpion
30/09/2019,591,Acuario
29/09/2019,1032,Capricornio
28/09/2019,2978,Piscis
27/09/2019,3222,Virgo
26/09/2019,4699,Aries
25/09/2019,1245,Leo
24/09/2019,2529,Libra
23/09/2019,4411,Leo
22/09/2019,9741,Tauro
21/09/2019,1018,Escorpion
20/09/2019,9467,Sagitario
19/09/2019,5735,Sagitario
18/09/2019,2849,Leo
17/09/2019,2629,Leo
16/09/2019,481,Cancer
15/09/2019,7398,Sagitario
14/09/2019,1974,Geminis
13/09/2019,2302,Libra
12/09/2019,5320,Sagitario
11/09/2019,2553,Sagitario
10/09/2019,8228,Leo
09/09/2019,9058,Capricornio
08/09/2019,1592,Geminis
07/09/2019,2990,Aries
06/09/2019,321,Tauro
05/09/2019,4566,Cancer
04/09/2019,5722,Tauro
03/09/2019,779,Sagitario
02/09/2019,6987,Escorpion
01/09/2019,7037,Escorpion
31/08/2019,1762,Cancer
30/08/2019,8505,Capricornio
29/08/2019,476,Leo
28/08/2019,9386,Tauro
27/08/2019,3371,Tauro
26/08/2019,3463,Libra
25/08/2019,4264,Acuario
24/08/2019,8317,Geminis
23/08/2019,976,Piscis
22/08/2019,9759,Cancer
21/08/2019,5581,Capricornio
20/08/2019,6298,Libra
19/08/2019,9175,Tauro
18/08/2019,1531,Aries
17/08/2019,6363,Geminis
16/08/2019,7718,Libra
15/08/2019,6567,Aries
14/08/2019,4450,Leo
13/08/2019,2185,Sagitario
12/08/2019,3341,Escorpion
11/08/2019,5992,Acuario
10/08/2019,3306,Geminis
09/08/2019,3274,Libra
08/08/2019,4488,Sagitario
07/08/2019,2837,Aries
06/08/2019,8971,Virgo
05/08/2019,1284,Libra
04/08/2019,6736,Geminis
03/08/2019,2218,Escorpion
02/08/2019,543,Libra
01/08/2019,143,Leo
31/07/2019,8946,Capricornio
30/07/2019,6032,Escorpion
29/07/2019,7328,Escorpion
28/07/2019,2462,Virgo
27/07/2019,3685,Virgo
26/07/2019,7628,Capricornio
25/07/2019,9993,Aries
24/07/2019,5723,Geminis
23/07/2019,8232,Sagitario
22/07/2019,723,Geminis
21/07/2019,6503,Virgo
20/07/2019,4467,Geminis
19/07/2019,515,Virgo
18/07/2019,7925,Cancer
17/07/2019,9529,Piscis
16/07/2019,6006,Cancer
15/07/2019,9854,Escorpion
14/07/2019,9675,Cancer
13/07/2019,6995,Libra
12/07/2019,3632,Capricornio
11/07/2019,1125,Virgo
10/07/2019,8228,Leo
09/07/2019,9846,Cancer
08/07/2019,2975,Capricornio
07/07/2019,3469,Capricornio
06/07/2019,1668,Escorpion
05/07/2019,5138,Libra
04/07/2019,5705,Virgo
03/07/2019,9573,Aries
02/07/2019,8348,Virgo
01/07/2019,3619,Escorpion
30/06/2019,4555,Capricornio
29/06/2019,1495,Virgo
28/06/2019,7073,Leo
27/06/2019,9071,Leo
26/06/2019,5533,Geminis
25/06/2019,9993,Aries
24/06/2019,8683,Aries
23/06/2019,421,Escorpion
22/06/2019,1324,Sagitario
21/06/2019,1201,Virgo
20/06/2019,3244,Geminis
19/06/2019,3983,Escorpion
18/06/2019,1895,Acuario
17/06/2019,8823,Leo
16/06/2019,4626,Capricornio
15/06/2019,4931,Leo
14/06/2019,4744,Leo
13/06/2019,8048,Piscis
12/06/2019,4278,Geminis
11/06/2019,1187,Geminis
10/06/2019,3594,Libra
09/06/2019,3532,Acuario
08/06/2019,9715,Acuario
07/06/2019,7459,Piscis
06/06/2019,584,Escorpion
05/06/2019,195,Tauro
04/06/2019,4506,Piscis
03/06/2019,7675,Cancer
02/06/2019,6217,Aries
01/06/2019,2015,Piscis
31/05/2019,5901,Cancer
30/05/2019,5231,Aries
29/05/2019,2470,Capricornio
28/05/2019,4545,Acuario
27/05/2019,1219,Capricornio
26/05/2019,716,Capricornio
25/05/2019,5584,Acuario
24/05/2019,9025,Aries
23/05/2019,823,Cancer
22/05/2019,1919,Leo
21/05/2019,7176,Capricornio
20/05/2019,6533,Capricornio
19/05/2019,2702,Virgo
18/05/2019,7557,Sagitario
17/05/2019,4543,Tauro
16/05/2019,2706,Tauro
15/05/2019,6986,Aries
14/05/2019,8494,Leo
13/05/2019,4500,Acuario
12/05/2019,4688,Escorpion
11/05/2019,5827,Acuario
10/05/2019,3409,Capricornio
09/05/2019,9401,Geminis
08/05/2019,6868,Libra
07/05/2019,8035,Capricornio
06/05/2019,858,Acuario
05/05/2019,5953,Escorpion
04/05/2019,6152,Leo
03/05/2019,3411,Tauro
02/05/2019,6048,Acuario
01/05/2019,886,Capricornio
30/04/2019,302,Sagitario
29/04/2019,2676,Capricornio
28/04/2019,5267,Cancer
27/04/2019,8417,Sagitario
26/04/2019,2549,Capricornio
25/04/2019,1662,Tauro
24/04/2019,4870,Leo
23/04/2019,4124,Escorpion
22/04/2019,5724,Acuario
21/04/2019,5626,Sagitario
20/04/2019,3310,Leo
19/04/2019,1330,Sagitario
18/04/2019,2567,Sagitario
17/04/2019,5549,Tauro
16/04/2019,8570,Tauro
15/04/2019,2824,Piscis
14/04/2019,7833,Capricornio
13/04/2019,7558,Leo
12/04/2019,7422,Geminis
11/04/2019,2607,Piscis
10/04/2019,1770,Cancer
09/04/2019,9932,Piscis
08/04/2019,8951,Tauro
07/04/2019,2359,Libra
06/04/2019,7825,Capricornio
05/04/2019,9559,Sagitario
04/04/2019,4736,Sagitario
03/04/2019,7418,Virgo
02/04/2019,248,Capricornio
01/04/2019,3092,Tauro
31/03/2019,3230,Tauro
30/03/2019,788,Acuario
29/03/2019,3669,Leo
28/03/2019,9917,Cancer
27/03/2019,8276,Capricornio
26/03/2019,5712,Cancer
25/03/2019,7202,Geminis
24/03/2019,8267,Virgo
23/03/2019,4892,Acuario
22/03/2019,7026,Escorpion
21/03/2019,4727,Sagitario
20/03/2019,8044,Libra
19/03/2019,6893,Tauro
18/03/2019,7187,Tauro
17/03/2019,9051,Virgo
16/03/2019,3938,Leo
15/03/2019,6761,Libra
14/03/2019,1411,Escorpion
13/03/2019,7570,Leo
12/03/2019,3213,Acuario
11/03/2019,6281,Virgo
10/03/2019,4453,Virgo
09/03/2019,5721,Libra
08/03/2019,6157,Escorpion
07/03/2019,7143,Escorpion
06/03/2019,3934,Escorpion
05/03/2019,78,Acuario
04/03/2019,2721,Acuario
03/03/2019,2370,Piscis
02/03/2019,1732,Cancer
01/03/2019,4955,Piscis
28/02/2019,853,Acuario
27/02/2019,662,Geminis
26/02/2019,3378,Cancer
25/02/2019,3172,Libra
24/02/2019,8074,Leo
23/02/2019,9020,Piscis
22/02/2019,1233,Virgo
21/02/2019,8955,Leo
20/02/2019,6994,Sagitario
19/02/2019,8311,Geminis
18/02/2019,1873,Leo
17/02/2019,5128,Cancer
16/02/2019,3662,Piscis
15/02/2019,773,Virgo
14/02/2019,4495,Libra
13/02/2019,4568,Sagitario
12/02/2019,4271,Capricornio
11/02/2019,9752,Leo
10/02/2019,5339,Piscis
09/02/2019,6751,Cancer
08/02/2019,9963,Aries
07/02/2019,6975,Cancer
06/02/2019,2939,Piscis
05/02/2019,1609,Aries
04/02/2019,7215,Capricornio
03/02/2019,8583,Aries
02/02/2019,1702,Geminis
01/02/2019,5574,Piscis
31/01/2019,1226,Leo
30/01/2019,1103,Capricornio
29/01/2019,7492,Leo
28/01/2019,3854,Leo
27/01/2019,5379,Sagitario
26/01/2019,5849,Virgo
25/01/2019,4016,Libra
24/01/2019,7362,Tauro
23/01/2019,8782,Aries
22/01/2019,3209,Aries
21/01/2019,3819,Libra
20/01/2019,1889,Piscis
19/01/2019,6567,Escorpion
18/01/2019,4587,Escorpion
17/01/2019,4917,Piscis
16/01/2019,8964,Leo
15/01/2019,2059,Tauro
14/01/2019,347,Sagitario
13/01/2019,4569,Libra
12/01/2019,1575,Sagitario
11/01/2019,6337,Capricornio
10/01/2019,1113,Cancer
09/01/2019,2641,Capricornio
08/01/2019,1249,Escorpion
07/01/2019,9990,Tauro
06/01/2019,5410,Aries
05/01/2019,1156,Virgo
04/01/2019,722,Tauro
03/01/2019,6136,Acuario
02/01/2019,2647,Tauro
01/01/2019,1038,Virgo
31/12/2018,9895,Capricornio
30/12/2018,1704,Geminis
29/12/2018,8973,Piscis
28/12/2018,4563,Geminis
27/12/2018,2279,Capricornio
26/12/2018,2804,Virgo
25/12/2018,634,Cancer
24/12/2018,6502,Escorpion
23/12/2018,9605,Piscis
22/12/2018,3256,Aries
21/12/2018,4412,Geminis
20/12/2018,8200,Cancer
19/12/2018,5172,Tauro
18/12/2018,2613,Leo
17/12/2018,8271,Tauro
16/12/2018,3068,Escorpion
15/12/2018,3534,Capricornio
14/12/2018,9607,Virgo
13/12/2018,2264,Capricornio
12/12/2018,2301,Libra
11/12/2018,8863,Capricornio
10/12/2018,3292,Geminis
09/12/2018,3163,Libra
08/12/2018,7450,Leo
07/12/2018,4448,Virgo
06/12/2018,2659,Libra
05/12/2018,385,Geminis
04/12/2018,1941,Escorpion
03/12/2018,8427,Piscis
02/12/2018,2812,Sagitario
01/12/2018,6349,Leo
30/11/2018,2862,Cancer
29/11/2018,3960,Leo
28/11/2018,2934,Piscis
27/11/2018,8446,Capricornio
26/11/2018,5974,Acuario
25/11/2018,6471,Aries
24/11/2018,7199,Aries
23/11/2018,1663,Cancer
22/11/2018,5223,Virgo
21/11/2018,9288,Tauro
20/11/2018,7184,Escorpion
19/11/2018,2747,Leo
18/11/2018,869,Libra
17/11/2018,1442,Leo
16/11/2018,622,Aries
15/11/2018,4994,Aries
14/11/2018,4535,Virgo
13/11/2018,2518,Acuario
12/11/2018,8758,Cancer
11/11/2018,8527,Tauro
10/11/2018,1405,Aries
09/11/2018,1175,Cancer
08/11/2018,6640,Capricornio
07/11/2018,7757,Sagitario
06/11/2018,3965,Geminis
05/11/2018,4617,Escorpion
04/11/2018,1377,Leo
03/11/2018,1260,Cancer
02/11/2018,8370,Capricornio
01/11/2018,1226,Virgo
31/10/2018,5806,Virgo
30/10/2018,685,Piscis
29/10/2018,3709,Geminis
28/10/2018,9405,Virgo
27/10/2018,9098,Sagitario
26/10/2018,6993,Sagitario
25/10/2018,450,Piscis
24/10/2018,2553,Libra
23/10/2018,2846,Tauro
22/10/2018,5570,Libra
21/10/2018,2383,Libra
20/10/2018,5189,Escorpion
19/10/2018,3047,Capricornio
18/10/2018,5767,Escorpion
17/10/2018,233,Piscis
16/10/2018,6470,Capricornio
15/10/2018,53,Acuario
14/10/2018,8793,Tauro
13/10/2018,8718,Virgo
12/10/2018,6162,Libra
11/10/2018,1347,Aries
10/10/2018,4194,Capricornio
09/10/2018,9148,Cancer
08/10/2018,3458,Acuario
07/10/2018,9850,Leo
06/10/2018,4035,Piscis
05/10/2018,8017,Virgo
04/10/2018,5651,Virgo
03/10/2018,5136,Geminis
02/10/2018,5108,Capricornio
01/10/2018,6508,Capricornio
30/09/2018,2587,Capricornio
29/09/2018,4625,Sagitario
28/09/2018,2599,Tauro
27/09/2018,600,Capricornio
26/09/2018,1406,Libra
25/09/2018,9275,Acuario
24/09/2018,2311,Geminis
23/09/2018,2544,Capricornio
22/09/2018,663,Libra
21/09/2018,3621,Escorpion
20/09/2018,8226,Escorpion
19/09/2018,1658,Escorpion
18/09/2018,7372,Capricornio
17/09/2018,9046,Capricornio
16/09/2018,4146,Leo
15/09/2018,711,Tauro
14/09/2018,1150,Sagitario
13/09/2018,7075,Piscis
12/09/2018,1,Cancer
11/09/2018,4264,Libra
10/09/2018,9322,Piscis
09/09/2018,8729,Capricornio
08/09/2018,989,Leo
07/09/2018,252,Leo
06/09/2018,3708,Escorpion
05/09/2018,1681,Leo
04/09/2018,6322,Libra
03/09/2018,3568,Leo
02/09/2018,2946,Aries
01/09/2018,4869,Piscis
31/08/2018,4013,Capricornio
30/08/2018,9081,Aries
29/08/2018,6436,Aries
28/08/2018,7223,Libra
27/08/2018,955,Capricornio
26/08/2018,1750,Leo
25/08/2018,9201,Cancer
24/08/2018,632,Aries
23/08/2018,7699,Piscis
22/08/2018,2459,Tauro
21/08/2018,5717,Escorpion
20/08/2018,3328,Piscis
19/08/2018,7422,Libra
18/08/2018,2852,Virgo
17/08/2018,5651,Tauro
16/08/2018,2473,Leo
15/08/2018,3615,Libra
14/08/2018,8115,Escorpion
13/08/2018,3347,Libra
12/08/2018,4671,Capricornio
11/08/2018,657,Tauro
10/08/2018,7127,Aries
09/08/2018,4105,Aries
08/08/2018,24,Sagitario
07/08/2018,3806,Acuario
06/08/2018,9746,Piscis
05/08/2018,1957,Leo
04/08/2018,4578,Acuario
03/08/2018,5092,Sagitario
02/08/2018,8002,Sagitario
01/08/2018,1471,Virgo
31/07/2018,4104,Tauro
30/07/2018,6366,Geminis
29/07/2018,8095,Leo
28/07/2018,6161,Geminis
27/07/2018,7962,Cancer
26/07/2018,6791,Virgo
25/07/2018,8388,Tauro
24/07/2018,3530,Tauro
23/07/2018,8133,Escorpion
22/07/2018,4496,Geminis
21/07/2018,1273,Virgo
20/07/2018,3994,Leo
19/07/2018,8065,Escorpion
18/07/2018,183,Capricornio
17/07/2018,6438,Piscis
16/07/2018,7853,Leo
15/07/2018,9093,Libra
14/07/2018,628,Acuario
13/07/2018,9206,Leo
12/07/2018,8669,Geminis
11/07/2018,1102,Acuario
10/07/2018,6315,Escorpion
09/07/2018,7061,Capricornio
08/07/2018,4005,Leo
07/07/2018,6870,Aries
06/07/2018,6990,Capricornio
05/07/2018,8249,Aries
04/07/2018,5253,Aries
03/07/2018,2671,Tauro
02/07/2018,4753,Piscis
01/07/2018,8810,Piscis
30/06/2018,7312,Piscis
29/06/2018,6900,Libra
28/06/2018,7599,Escorpion
27/06/2018,4023,Leo
26/06/2018,7897,Aries
25/06/2018,6680,Escorpion
24/06/2018,5733,Leo
23/06/2018,6428,Virgo
22/06/2018,2751,Libra
21/06/2018,1839,Acuario
20/06/2018,648,Acuario
19/06/2018,9901,Geminis
18/06/2018,572,Cancer
17/06/2018,1708,Virgo
16/06/2018,1544,Capricornio
15/06/2018,5233,Tauro
14/06/2018,9684,Acuario
13/06/2018,1246,Libra
12/06/2018,3557,Acuario
11/06/2018,9492,Sagitario
10/06/2018,2767,Tauro
09/06/2018,6764,Acuario
08/06/2018,1912,Piscis
07/06/2018,6870,Aries
06/06/2018,3770,Virgo
05/06/2018,635,Leo
04/06/2018,2478,Sagitario
03/06/2018,4351,Virgo
02/06/2018,8345,Virgo
01/06/2018,5070,Piscis
31/05/2018,3282,Acuario
30/05/2018,5437,Libra
29/05/2018,9684,Piscis
28/05/2018,7011,Tauro
27/05/2018,6438,Aries
26/05/2018,243,Escorpion
25/05/2018,1810,Acuario
24/05/2018,5475,Tauro
23/05/2018,9030,Escorpion
22/05/2018,2320,Sagitario
21/05/2018,5086,Sagitario
20/05/2018,6430,Escorpion
19/05/2018,2598,Acuario
18/05/2018,8232,Sagitario
17/05/2018,5365,Virgo
16/05/2018,6546,Acuario
15/05/2018,2625,Aries
14/05/2018,8626,Virgo
13/05/2018,3271,Leo
12/05/2018,220,Virgo
11/05/2018,1373,Tauro
10/05/2018,7711,Virgo
09/05/2018,1772,Escorpion
08/05/2018,8232,Sagitario
07/05/2018,7976,Capricornio
06/05/2018,8296,Tauro
05/05/2018,5299,Escorpion
04/05/2018,8142,Escorpion
03/05/2018,8402,Geminis
02/05/2018,7613,Sagitario
01/05/2018,9022,Tauro
30/04/2018,9904,Cancer
29/04/2018,7421,Sagitario
28/04/2018,7235,Capricornio
27/04/2018,2906,Piscis
26/04/2018,8172,Acuario
25/04/2018,1388,Tauro
24/04/2018,455,Geminis
23/04/2018,7766,Tauro
22/04/2018,1288,Sagitario
21/04/2018,6328,Aries
20/04/2018,7936,Aries
19/04/2018,3770,Acuario
18/04/2018,2966,Capricornio
17/04/2018,1782,Aries
16/04/2018,1653,Virgo
15/04/2018,5674,Aries
14/04/2018,4889,Geminis
13/04/2018,5593,Tauro
12/04/2018,2035,Capricornio
11/04/2018,8477,Tauro
10/04/2018,5422,Leo
09/04/2018,7501,Piscis
08/04/2018,2510,Capricornio
07/04/2018,4875,Acuario
06/04/2018,1927,Cancer
05/04/2018,4207,Geminis
04/04/2018,8502,Acuario
03/04/2018,132,Tauro
02/04/2018,7258,Sagitario
01/04/2018,5253,Virgo
31/03/2018,1973,Sagitario
30/03/2018,5555,Cancer
29/03/2018,542,Libra
28/03/2018,3586,Escorpion
27/03/2018,5073,Sagitario
26/03/2018,2193,Leo
25/03/2018,719,Cancer
24/03/2018,9971,Piscis
23/03/2018,6517,Tauro
22/03/2018,6957,Aries
21/03/2018,8648,Tauro
20/03/2018,8221,Capricornio
19/03/2018,4466,Sagitario
18/03/2018,1695,Escorpion
17/03/2018,529,Leo
16/03/2018,3938,Acuario
15/03/2018,4892,Piscis
14/03/2018,6672,Acuario
13/03/2018,167,Tauro
12/03/2018,599,Acuario
11/03/2018,8901,Tauro
10/03/2018,9102,Aries
09/03/2018,4982,Capricornio
08/03/2018,4979,Leo
07/03/2018,9069,Aries
06/03/2018,5054,Geminis
05/03/2018,4257,Geminis
04/03/2018,6570,Aries
03/03/2018,1055,Cancer
02/03/2018,8136,Sagitario
01/03/2018,5833,Geminis
28/02/2018,5924,Virgo
27/02/2018,903,Aries
26/02/2018,6228,Aries
25/02/2018,7259,Geminis
24/02/2018,7889,Libra
23/02/2018,1841,Piscis
22/02/2018,5373,Sagitario
21/02/2018,2827,Virgo
20/02/2018,5381,Virgo
19/02/2018,7071,Sagitario
18/02/2018,3736,Sagitario
17/02/2018,9650,Aries
16/02/2018,8880,Leo
15/02/2018,5391,Leo
14/02/2018,3632,Geminis
13/02/2018,8912,Escorpion
12/02/2018,8812,Virgo
11/02/2018,4190,Sagitario
10/02/2018,2698,Aries
09/02/2018,6500,Aries
08/02/2018,9493,Cancer
07/02/2018,4342,Escorpion
06/02/2018,9079,Geminis
05/02/2018,6354,Capricornio
04/02/2018,7479,Acuario
03/02/2018,9100,Aries
02/02/2018,4645,Aries
01/02/2018,6345,Cancer
31/01/2018,3262,Leo
30/01/2018,8485,Capricornio
29/01/2018,4927,Piscis
28/01/2018,2899,Tauro
27/01/2018,6759,Aries
26/01/2018,1491,Sagitario
25/01/2018,7493,Sagitario
24/01/2018,8712,Sagitario
23/01/2018,3832,Acuario
22/01/2018,5202,Sagitario
21/01/2018,4883,Tauro
20/01/2018,8832,Libra
19/01/2018,6363,Tauro
18/01/2018,6450,Piscis
17/01/2018,8890,Acuario
16/01/2018,4548,Sagitario
15/01/2018,9875,Piscis
14/01/2018,1552,Tauro
13/01/2018,278,Aries
12/01/2018,4038,Escorpion
11/01/2018,397,Sagitario
10/01/2018,5306,Libra
09/01/2018,691,Libra
08/01/2018,642,Geminis
07/01/2018,8033,Capricornio
06/01/2018,4750,Libra
05/01/2018,7406,Sagitario
04/01/2018,218,Leo
03/01/2018,7565,Virgo
02/01/2018,309,Capricornio
01/01/2018,1080,Cancer
31/12/2017,7546,Acuario
30/12/2017,6739,Libra
29/12/2017,8881,Virgo
28/12/2017,3494,Geminis
27/12/2017,5814,Sagitario
26/12/2017,5845,Leo
25/12/2017,5711,Escorpion
24/12/2017,7620,Cancer
23/12/2017,7702,Cancer
22/12/2017,8688,Sagitario
21/12/2017,9299,Sagitario
20/12/2017,531,Aries
19/12/2017,9450,Tauro
18/12/2017,4976,Capricornio
17/12/2017,2831,Acuario
16/12/2017,8423,Piscis
15/12/2017,4896,Piscis
14/12/2017,9273,Tauro
13/12/2017,2956,Leo
12/12/2017,8580,Acuario
11/12/2017,1934,Virgo
10/12/2017,4076,Leo
09/12/2017,6835,Piscis
08/12/2017,4430,Acuario
07/12/2017,7189,Capricornio
06/12/2017,5813,Acuario
05/12/2017,1677,Piscis
04/12/2017,2870,Virgo
03/12/2017,3528,Aries
02/12/2017,4697,Sagitario
01/12/2017,875,Cancer
30/11/2017,4487,Aries
29/11/2017,7455,Sagitario
28/11/2017,1698,Cancer
27/11/2017,1047,Sagitario
26/11/2017,8310,Libra
25/11/2017,5178,Acuario
24/11/2017,4607,Virgo
23/11/2017,10,Tauro
22/11/2017,499,Sagitario
21/11/2017,4759,Geminis
20/11/2017,5482,Acuario
19/11/2017,2506,Geminis
18/11/2017,9837,Libra
17/11/2017,9637,Virgo
16/11/2017,5733,Piscis
15/11/2017,291,Sagitario
14/11/2017,9032,Leo
13/11/2017,5549,Acuario
12/11/2017,6265,Piscis
11/11/2017,4505,Sagitario
10/11/2017,621,Leo
09/11/2017,3825,Piscis
08/11/2017,3201,Libra
07/11/2017,4910,Libra
06/11/2017,2256,Libra
05/11/2017,1681,Acuario
04/11/2017,8521,Sagitario
03/11/2017,41,Tauro
02/11/2017,2426,Acuario
01/11/2017,4956,Capricornio
31/10/2017,3093,Tauro
30/10/2017,1205,Aries
29/10/2017,7247,Leo
28/10/2017,9657,Geminis
27/10/2017,6310,Escorpion
26/10/2017,4842,Acuario
25/10/2017,6215,Acuario
24/10/2017,9773,Libra
23/10/2017,4908,Capricornio
22/10/2017,439,Cancer
21/10/2017,9135,Acuario
20/10/2017,5625,Libra
19/10/2017,91,Aries
18/10/2017,61,Acuario
17/10/2017,7355,Cancer
